Player ID,First Name,Last Name,Team,Season,Roster URL,Position,Height,Class
14375,Monroe,Anderson,Cal State East Bay,2025-26,https://eastbaypioneers.com/sports/womens-basketball/stats/2025-26,,"5' 11""",FR
14404,Gabrielle,White,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
14451,Karli,Muagututia,San Francisco State,2025-26,https://sfstategators.com/sports/womens-basketball/stats/2025-26,,,
14495,Olivia,Nicolas,UNRESOLVED (-1),2025-26,,,,
16331,Korletta,Daniels,UNRESOLVED (-1),2025-26,,,,
16332,Maliah,Preston,UNRESOLVED (-1),2025-26,,,,
16333,Kyrah,Davis,UNRESOLVED (-1),2025-26,,,,
16334,Laylah,Toscano,UNRESOLVED (-1),2025-26,,,,
16335,Erica,Rawlings,UNRESOLVED (-1),2025-26,,,,
16336,De'Ashaj,Crawford,UNRESOLVED (-1),2025-26,,,,
16337,Gabby,Tapley,UNRESOLVED (-1),2025-26,,,,
16338,Gabby,Golphin,UNRESOLVED (-1),2025-26,,,,
16339,Laken,Powe,UNRESOLVED (-1),2025-26,,,,
16340,Gabby,Bryant,UNRESOLVED (-1),2025-26,,,,
16644,Princess,Akojenu,UNRESOLVED (-1),2025-26,,,,
16645,Lovely,Tua-Link,UNRESOLVED (-1),2025-26,,,,
16646,DaNiya,Warren McClure,UNRESOLVED (-1),2025-26,,,,
16649,Raegan,Mason,UNRESOLVED (-1),2025-26,,,,
16650,Ma'Liyah,Hodges,UNRESOLVED (-1),2025-26,,,,
16867,Paris,Alana Jones,UNRESOLVED (-1),2025-26,,,,
16868,Aletha,Bearfield,UNRESOLVED (-1),2025-26,,,,
16869,Jamilah,Hayes,UNRESOLVED (-1),2025-26,,,,
17626,Jada,Barnes,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 4""",
17627,Leamsi,Acuna,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 5""",
17629,Riley,Sanz,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 8""",
17630,Sienna,Cherwinski,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 8""",
17631,Jordyn,Smith,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Center,"6' 2""",
17632,Shade,Satica,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 10""",
17633,Kyra,Stewart,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 7""",
17634,Keana,Gosney,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 7""",
17635,Kya,Kanoho,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 7""",
17636,Kyori,Lloyd,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Forward,"5' 10""",
17637,Jaden,Hill-Massarotti,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 8""",
17641,Sydney,Wells,UNRESOLVED (-1),2025-26,,,,
8520,Sofia,Baldessari,UNRESOLVED (-1),2025-26,,,,
8521,Jenna,Shandy,UNRESOLVED (-1),2025-26,,,,
8522,Jade,Leon,UNRESOLVED (-1),2025-26,,,,
8523,Quincey,Baum,UNRESOLVED (-1),2025-26,,,,
8524,Emily,Thomas,UNRESOLVED (-1),2025-26,,,,
8525,Sophia,Baal,UNRESOLVED (-1),2025-26,,,,
8526,Emma,Sixta,UNRESOLVED (-1),2025-26,,,,
8527,Lindsey,Jones,UNRESOLVED (-1),2025-26,,,,
8528,Olivia,Campbell,UNRESOLVED (-1),2025-26,,,,
8682,Amyah,Moore Allen,UNRESOLVED (-1),2025-26,,,,
8683,Rylie,Ottmann,UNRESOLVED (-1),2025-26,,,,
8684,Jayla,Jackson-Allen,UNRESOLVED (-1),2025-26,,,,
8686,Mya,Wilson,UNRESOLVED (-1),2025-26,,,,
8687,Ayianna,Johnson,UNRESOLVED (-1),2025-26,,,,
8688,Gia,Bradley,UNRESOLVED (-1),2025-26,,,,
8689,Breelyn,Robinson,UNRESOLVED (-1),2025-26,,,,
8900,Calyanna,Cage,Central State (OH),2025-26,https://maraudersports.com/sports/womens-basketball/stats/2025-26,,,
8902,Nicole,Forbes,Central State (OH),2025-26,https://maraudersports.com/sports/womens-basketball/stats/2025-26,,,
9348,Kira,Bass,UNRESOLVED (-1),2025-26,,,,
9349,Catyn,Graham,Oklahoma Baptist,2025-26,https://obubison.com/sports/womens-basketball/stats/2025-26,,,
9350,Conley,Cayot,UNRESOLVED (-1),2025-26,,,,
9351,Summya,Adigun,UNRESOLVED (-1),2025-26,,,,
9352,Jaida,Shipp,UNRESOLVED (-1),2025-26,,,,
9353,Camille,Pritchard,Arkansas - Monticello,2025-26,https://www.uamsports.com/sports/womens-basketball/stats/2025-26,,,
9354,Madison,Denison,UNRESOLVED (-1),2025-26,,,,
9355,Ella,Porter,UNRESOLVED (-1),2025-26,,,,
9356,Sincere,Jackson,UNRESOLVED (-1),2025-26,,,,
9357,Landry,Allen,UNRESOLVED (-1),2025-26,,,,
9358,Piper,Patterson,UNRESOLVED (-1),2025-26,,,,
9359,Payten,Conde,Oklahoma Baptist,2025-26,https://obubison.com/sports/womens-basketball/stats/2025-26,,,
9360,Lacy,Brough,UNRESOLVED (-1),2025-26,,,,
9361,Kasidy,Russell,UNRESOLVED (-1),2025-26,,,,
9363,Wrigley,Adkisson,UNRESOLVED (-1),2025-26,,,,
9364,Zoe,Wittler,UNRESOLVED (-1),2025-26,,,,
9459,Elle,Papahronis,UNRESOLVED (-1),2025-26,,,,
9460,Rees,Berkey,UNRESOLVED (-1),2025-26,,,,
9461,Kennedy,Hight,UNRESOLVED (-1),2025-26,,,,
9569,Vilborg,Jonsdottir,UNRESOLVED (-1),2025-26,,,,
10463,Hanne,Alvarez Verdaguer,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,,
10464,Teuila,Faalogo,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"5' 11""",JR
10465,Mya,Bourget,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"5' 8""",SO
10466,Alice,Conrad,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"5' 7""",JR
10467,Mariah,Curley,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"5' 8""",GR
10468,MARIA,BRAGA,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"5' 9""",JR
10469,Emily,Sawyer,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"6' 2""",JR
10470,Amani,Lipscomb,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"5' 3""",SO
10471,Anastasija,Cernova,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"5' 11""",JR
10787,Ellie,Reynolds,UNRESOLVED (-1),2025-26,,,,
10788,Brooklyn,Hurtado,UNRESOLVED (-1),2025-26,,,,
11031,Claire,Watson,Millersville,2025-26,https://millersvilleathletics.com/sports/womens-basketball/stats/2025-26,,,
11841,Taylor,Farrar,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,"5' 9""",SO
11886,Donee',Frazier,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,,
11901,Tamora,Brown,UNRESOLVED (-1),2025-26,,,,
11902,Navaeh,Small,UNRESOLVED (-1),2025-26,,,,
11903,Ameyah,Gray,UNRESOLVED (-1),2025-26,,,,
11904,Andie,Flatgard,UNRESOLVED (-1),2025-26,,,,
11905,Keziah,Seay,UNRESOLVED (-1),2025-26,,,,
11906,Shelby,McAllister,UNRESOLVED (-1),2025-26,,,,
11907,Samya,Brooks,UNRESOLVED (-1),2025-26,,,,
11908,Gabby,Litvak,UNRESOLVED (-1),2025-26,,,,
11909,Jaden,Toney,UNRESOLVED (-1),2025-26,,,,
11910,Toccara,Stagnaro,UNRESOLVED (-1),2025-26,,,,
11911,Paige,Taylor,UNRESOLVED (-1),2025-26,,,,
11922,Ivey,Maddox,UNRESOLVED (-1),2025-26,,,,
11923,Paris,Opelt,UNRESOLVED (-1),2025-26,,,,
11924,Bella,White,UNRESOLVED (-1),2025-26,,,,
11925,Millie,Brown,UNRESOLVED (-1),2025-26,,,,
11926,Mia,Hollingsworth,UNRESOLVED (-1),2025-26,,,,
11927,Chloe,Siegel,UNRESOLVED (-1),2025-26,,,,
11928,Mckenzie,Percoski,UNRESOLVED (-1),2025-26,,,,
11949,Lindsay,Garner,West Georgia,2025-26,,,,
11984,Natalia,Crooke,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,G,,GR
11985,Kamiyah,Hurd,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,FWD,,JR
11986,Ida,Lusadisu N'Gonda,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,FWD/C,,JR
11989,Nahia,Esnaola,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,,,
11991,Claudia,Diez Sancho,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,C,,JR
11992,Zaakyaa,Young,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,G,,R-Sr.
12026,Savannah,Campbell,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
12069,Samantha,Campanelli,Lewis,2025-26,https://lewisflyers.com/sports/womens-basketball/stats/2025-26,,,
12073,Madeline,Casey,Quincy,2025-26,https://quhawks.com/sports/womens-basketball/stats/2025-26,,,
12076,Eviyon,Richardson,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,FWD,,JR
12077,Carolina,Crawford,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,G,,JR
12078,Reagan,Wells,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,G,,SO
13495,Gabriella,Rones,UNRESOLVED (-1),2025-26,,,,
13496,Amaya,Fuentes,UNRESOLVED (-1),2025-26,,,,
13500,Ronyae,Jackson,UNRESOLVED (-1),2025-26,,,,
13502,Nevaeh,Asiasi,UNRESOLVED (-1),2025-26,,,,
13504,Sofia,Fidelus,UNRESOLVED (-1),2025-26,,,,
13603,Mariah,Blake,UNRESOLVED (-1),2025-26,,,,
13605,Kyara,Walter,UNRESOLVED (-1),2025-26,,,,
13759,Ariyah,Smith,UNRESOLVED (-1),2025-26,,,,
13760,Jocelynn,Townsend,UNRESOLVED (-1),2025-26,,,,
14031,Dessie,McCarty,Arkansas Tech,2025-26,https://arkansastechsports.com/sports/womens-basketball/stats/2025-26,,,
14032,Marleigh,Sellers,Arkansas Tech,2025-26,https://arkansastechsports.com/sports/womens-basketball/stats/2025-26,,,
14166,Lili,Wilken,UNRESOLVED (-1),2025-26,,,,
14505,Graci,Fairman,Wheeling,2025-26,https://wucardinals.com/sports/womens-basketball/stats/2025-26,,"5' 5""",SR
14508,Layla,Merriweather,Wheeling,2025-26,https://wucardinals.com/sports/womens-basketball/stats/2025-26,,"5' 6""",SO
14592,Brynae,Stewart,UNRESOLVED (-1),2025-26,,,,
14932,Briyanna,Sapp,Davis & Elkins,2025-26,https://senatornation.com/sports/womens-basketball/stats/2025-26,,,
14944,Aluel,Tong,Wheeling,2025-26,https://wucardinals.com/sports/womens-basketball/stats/2025-26,,"6' 0""",SR
15062,Avery,Davis,Wheeling,2025-26,https://wucardinals.com/sports/womens-basketball/stats/2025-26,,"5' 8""",SO
15343,Ava,McSwain,UNRESOLVED (-1),2025-26,,,,
15517,Naheim,Suarez,UNRESOLVED (-1),2025-26,,,,
15520,Joyce,Hernandez,UNRESOLVED (-1),2025-26,,,,
15521,Alondra,Cosme,UNRESOLVED (-1),2025-26,,,,
15522,Fabiola,Maisonet,UNRESOLVED (-1),2025-26,,,,
15523,Myah,Rivera,UNRESOLVED (-1),2025-26,,,,
15524,Joeysel,Velazquez,UNRESOLVED (-1),2025-26,,,,
15526,Jaymar,Montanez,UNRESOLVED (-1),2025-26,,,,
16007,Khiara,Lamberty,UNRESOLVED (-1),2025-26,,,,
16076,Liv,Loveland,UNRESOLVED (-1),2025-26,,,,
16529,JoLeigh,Hamilton,UNRESOLVED (-1),2025-26,,,,
16530,Jordyn,Smoot,UNRESOLVED (-1),2025-26,,,,
16531,Addison,West,UNRESOLVED (-1),2025-26,,,,
16532,Caris,Risner,UNRESOLVED (-1),2025-26,,,,
16533,Jenna,Tripp,UNRESOLVED (-1),2025-26,,,,
16534,Alayna,Okulich,UNRESOLVED (-1),2025-26,,,,
16535,Elisha,Smith,UNRESOLVED (-1),2025-26,,,,
16536,Kiley,Wray,UNRESOLVED (-1),2025-26,,,,
16537,Alexis,Dotson,UNRESOLVED (-1),2025-26,,,,
16538,Giselle,Griego,UNRESOLVED (-1),2025-26,,,,
16725,Mia,DiPuccio,UNRESOLVED (-1),2025-26,,,,
17647,Barbora,Fronkova,Roberts Wesleyan,2025-26,https://robertsredhawks.com/sports/womens-basketball/stats/2025-26,,,
17648,Janin,Vergara Virgil,Barry,2025-26,https://gobarrybucs.com/sports/womens-basketball/stats/2025-26,,,
17649,Amiyah,Tull,UNRESOLVED (-1),2025-26,,,,
17650,Emili,Sierra Lacosta,Wheeling,2025-26,https://wucardinals.com/sports/womens-basketball/stats/2025-26,,,
17651,Irat,Amorrortu Sainz,Kentucky Wesleyan,2025-26,https://kwcpanthers.com/sports/womens-basketball/stats/2025-26,,,
17669,Lanie,Wilt,UNRESOLVED (-1),2025-26,,,,
17670,Avana,Sayles,UNRESOLVED (-1),2025-26,,,,
17671,Madison,Rusnica,UNRESOLVED (-1),2025-26,,,,
17672,Jaidyn,McCracken,UNRESOLVED (-1),2025-26,,,,
17673,Halle,Kuzminski,UNRESOLVED (-1),2025-26,,,,
17674,Ellie,Irvin,UNRESOLVED (-1),2025-26,,,,
17675,Allyana,Stephens,UNRESOLVED (-1),2025-26,,,,
17676,Haley,Hicks,UNRESOLVED (-1),2025-26,,,,
17677,Addi,Schirato,UNRESOLVED (-1),2025-26,,,,
17679,Storm,Wilson,Trevecca Nazarene,2025-26,https://tnutrojans.com/sports/womens-basketball/stats/2025-26,,,
17680,Saniya,Keys,UNRESOLVED (-1),2025-26,,,,
17681,Brittney,Howell,UNRESOLVED (-1),2025-26,,,,
17682,Trenisha,Adams,UNRESOLVED (-1),2025-26,,,,
17683,Jay'Lenai,Thomas,UNRESOLVED (-1),2025-26,,,,
17684,Maliyah,Hughes,UNRESOLVED (-1),2025-26,,,,
17685,Lydia,Josiah,UNRESOLVED (-1),2025-26,,,,
17686,Alecia,Reasor,UNRESOLVED (-1),2025-26,,,,
17687,Jakyla,Dilawara,UNRESOLVED (-1),2025-26,,,,
17688,Shaniya,Sanders,UNRESOLVED (-1),2025-26,,,,
17689,Jatya,Lester,UNRESOLVED (-1),2025-26,,,,
17690,Jazmine,Young,UNRESOLVED (-1),2025-26,,,,
17691,Courtney,Lumpkins,UNRESOLVED (-1),2025-26,,,,
17692,Taijah,Lewis,UNRESOLVED (-1),2025-26,,,,
17693,Kayla,Lee,UNRESOLVED (-1),2025-26,,,,
17694,Krista,Brandon,UNRESOLVED (-1),2025-26,,,,
17695,Sariyah,Williams,UNRESOLVED (-1),2025-26,,,,
17696,Jayla,Bibbs,UNRESOLVED (-1),2025-26,,,,
17697,Mya,Robinson,UNRESOLVED (-1),2025-26,,,,
17698,Jayla,Hawkins,UNRESOLVED (-1),2025-26,,,,
17699,Deja,Dunbar,UNRESOLVED (-1),2025-26,,,,
17700,Teniya,Williams,UNRESOLVED (-1),2025-26,,,,
17701,Jordyn,Bailey,UNRESOLVED (-1),2025-26,,,,
17716,Alejandra,Cabrera,UNRESOLVED (-1),2025-26,,,,
17717,Jaxelis,Miranda,UNRESOLVED (-1),2025-26,,,,
17718,Joysel,Velazquez,UNRESOLVED (-1),2025-26,,,,
9215,Aminata,Diallo,Cameron,2025-26,https://cameronaggies.com/sports/womens-basketball/stats/2025-26,,,
9233,Umi,Otsuka,UNRESOLVED (-1),2025-26,,,,
9234,Danielle,Oyakhire,UNRESOLVED (-1),2025-26,,,,
9235,Clara,Paynter,UNRESOLVED (-1),2025-26,,,,
9236,Kinley,Mears,UNRESOLVED (-1),2025-26,,,,
9237,Addy,Self,UNRESOLVED (-1),2025-26,,,,
9238,Emery,Espinoza,UNRESOLVED (-1),2025-26,,,,
9239,Anna,Yellen,UNRESOLVED (-1),2025-26,,,,
9240,Raven,Busby,UNRESOLVED (-1),2025-26,,,,
9241,Liv,Pedigo,UNRESOLVED (-1),2025-26,,,,
9242,Sheridan,Kavanagh,UNRESOLVED (-1),2025-26,,,,
9262,Victoria,Aguayo,UNRESOLVED (-1),2025-26,,,,
9263,Itzel,Caro,UNRESOLVED (-1),2025-26,,,,
9264,Emma,Schumacher,UNRESOLVED (-1),2025-26,,,,
9265,Sophiya,Bustillos,UNRESOLVED (-1),2025-26,,,,
9266,Ariana,Escalante,UNRESOLVED (-1),2025-26,,,,
9267,Daisy,Fernandez,UNRESOLVED (-1),2025-26,,,,
9268,Maddie,Rhea,UNRESOLVED (-1),2025-26,,,,
9269,Alianna,Colon,UNRESOLVED (-1),2025-26,,,,
9411,Reagan,Fox,UNRESOLVED (-1),2025-26,,,,
9993,Natalie,Bremer,UNRESOLVED (-1),2025-26,,,,
9994,Ava,Stier,UNRESOLVED (-1),2025-26,,,,
9995,Rhyan,Holmgren,UNRESOLVED (-1),2025-26,,,,
9996,Mackenzie,Schweim,UNRESOLVED (-1),2025-26,,,,
9997,Hannah,Herzig,UNRESOLVED (-1),2025-26,,,,
9998,Haylee,Stokes,UNRESOLVED (-1),2025-26,,,,
9999,Hannah,Leverson,UNRESOLVED (-1),2025-26,,,,
10001,Shantell,Harden,UNRESOLVED (-1),2025-26,,,,
10002,Mallory,Czinano,UNRESOLVED (-1),2025-26,,,,
10003,Addison,Hoof,UNRESOLVED (-1),2025-26,,,,
10004,Adeline,Kent,UNRESOLVED (-1),2025-26,,,,
10005,Delaynie,Luneckas,UNRESOLVED (-1),2025-26,,,,
10007,Natalie,Mueller,UNRESOLVED (-1),2025-26,,,,
10013,Alayna,Suprenand,UNRESOLVED (-1),2025-26,,,,
10014,Rachel,Koenig,UNRESOLVED (-1),2025-26,,,,
10054,Megan,Counts,Chadron State,2025-26,https://chadroneagles.com/sports/womens-basketball/stats/2025-26,,,
10074,Emily,Srejma,Minot State,2025-26,https://msubeavers.com/sports/womens-basketball/stats/2025-26,,,
10100,Bergen,Kinnebrew,Mary (ND),2025-26,https://goumary.com/sports/womens-basketball/stats/2025-26,,,
14574,Leslie,Mojica,UNRESOLVED (-1),2025-26,,,,
14864,Evelyn,Quiroz,Texas A&M Kingsville,2025-26,https://javelinaathletics.com/sports/womens-basketball/stats/2025-26,,,
14865,Renata,Parga,Texas A&M Kingsville,2025-26,https://javelinaathletics.com/sports/womens-basketball/stats/2025-26,,,
15022,Alexandra,Gonzales,Western New Mexico,2025-26,https://wnmumustangs.com/sports/womens-basketball/stats/2025-26,,"5' 8""",FR
17721,Emma,Miller,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 1""",SR
17722,Hope,Dudycha,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 5""",R-Jr.
17723,Taylor,Dirkes,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 9""",FR
17724,Tayden,Hanks,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 11""",JR
17725,Emma,Pierson,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 9""",FR
17726,Halle,Winjum,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 6""",SO
17727,Natalie,Mikrot,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 6""",SR
17728,Anna,Westby,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 11""",FR
17729,Rayna,Klejeski,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"6' 0""",JR
17730,Brynlea,Mahlen,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 9""",SO
17732,Riley,Jenkins,Minnesota Crookston,2025-26,https://goldeneaglesports.com/sports/womens-basketball/stats/2025-26,,"5' 10""",R-Jr.
9528,Katie,Yoder,Union (TN),2025-26,https://uuathletics.com/sports/womens-basketball/stats/2025-26,,,
11789,Kimberly,Carrada,Alaska - Anchorage,2025-26,https://goseawolves.com/sports/womens-basketball/stats/2025-26,,,
12150,Zoe,Spellman,Purdue Northwest,2025-26,https://pnwathletics.com/sports/womens-basketball/stats/2025-26,,,
17739,Gabi,Lutchka,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17740,Taylor,Thompson,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17741,Jaci,Tubergen,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17742,Karrington,Gordon,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17743,McKenna,Ferguson,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17744,Koko,Sylvester,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17745,DeMaya,Asberry,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17746,Emily,Homan,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17747,Lexi,Boyke,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17748,Annabel,Ayrault,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17749,Mackenzie,Miller,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17751,Jazz,-Gray,UNRESOLVED (-1),2025-26,,,,
17752,Audra,-Pasakarnis,UNRESOLVED (-1),2025-26,,,,
17753,Rhi,-Gibbons,UNRESOLVED (-1),2025-26,,,,
17754,Kaylee,-King,UNRESOLVED (-1),2025-26,,,,
17755,Sara,-Mendel,UNRESOLVED (-1),2025-26,,,,
17756,Sage,-Stratton,UNRESOLVED (-1),2025-26,,,,
17757,Josie,-Storey,UNRESOLVED (-1),2025-26,,,,
17758,Talia,-Norman,UNRESOLVED (-1),2025-26,,,,
17759,Brooklyn,-Owens,UNRESOLVED (-1),2025-26,,,,
17760,Raegan,-Halliday,UNRESOLVED (-1),2025-26,,,,
17761,Teague,-Muncy,UNRESOLVED (-1),2025-26,,,,
17762,Ellie,-Wells,UNRESOLVED (-1),2025-26,,,,
17763,AJ,Rickli,Wayne State (NE),2025-26,https://wscwildcats.com/sports/womens-basketball/stats/2025-26,,,
17764,Nakiyah,-Hurst,Wisconsin Parkside,2025-26,https://parksiderangers.com/sports/womens-basketball/stats/2025-26,,,
17774,Lauren,-Wilder,UNRESOLVED (-1),2025-26,,,,
17776,Katelyn,-Baney,UNRESOLVED (-1),2025-26,,,,
17785,-Beckham,Hockley,UNRESOLVED (-1),2025-26,,,,
17788,-Maggie,Keinsley,UNRESOLVED (-1),2025-26,,,,
12187,Isabella,Hanna,Michigan Tech,2025-26,https://michigantechhuskies.com/sports/womens-basketball/stats/2025-26,,,
13782,Jaylin,Hartman,Tampa,2025-26,https://www.tampaspartans.com/sports/wbkb/2025-26/teams/tampa,,,
17765,Dara,-Capaldi,Eastern Michigan,2025-26,,,,
17766,Clare,-Conzelmann,UNRESOLVED (-1),2025-26,,,,
17767,Lara,-Aguzzi,UNRESOLVED (-1),2025-26,,,,
17768,Grace,-Bradford,UNRESOLVED (-1),2025-26,,,,
17769,Seyyane,-Matthew,UNRESOLVED (-1),2025-26,,,,
17770,Chloe,-Watson,UNRESOLVED (-1),2025-26,,,,
17771,Halen,-McLaughlin,UNRESOLVED (-1),2025-26,,,,
17772,Lena,-Pleaugh,UNRESOLVED (-1),2025-26,,,,
17773,Malia,-Thelen,UNRESOLVED (-1),2025-26,,,,
17775,Maddie,-Bradford,UNRESOLVED (-1),2025-26,,,,
17777,-Megan,McCalla,UNRESOLVED (-1),2025-26,,,,
17778,-Kaitlyn,Geurink,UNRESOLVED (-1),2025-26,,,,
17779,-Lainey,Yater,UNRESOLVED (-1),2025-26,,,,
17780,-Lydia,Meredith,UNRESOLVED (-1),2025-26,,,,
17781,-Lauren,Borsenik,UNRESOLVED (-1),2025-26,,,,
17782,-Laynie,Meredith,UNRESOLVED (-1),2025-26,,,,
17783,-Emma,Dziezgowski,UNRESOLVED (-1),2025-26,,,,
17784,-Chloe,Kilbride,UNRESOLVED (-1),2025-26,,,,
17786,-Kacie,Bush,UNRESOLVED (-1),2025-26,,,,
17787,-Elizabeth,Stuart,UNRESOLVED (-1),2025-26,,,,
17789,-Bella,Paradowski,UNRESOLVED (-1),2025-26,,,,
17790,Charley,Woodman,UNRESOLVED (-1),2025-26,,,,
17791,Makenna,Clement,UNRESOLVED (-1),2025-26,,,,
17792,Jalisa,Walker,UNRESOLVED (-1),2025-26,,,,
17793,Kennedy,Stout,UNRESOLVED (-1),2025-26,,,,
17794,Maddi,Holt,UNRESOLVED (-1),2025-26,,,,
17795,Kori,Sanders,UNRESOLVED (-1),2025-26,,,,
17796,Josie,Williams,UNRESOLVED (-1),2025-26,,,,
17797,Amelia,Rogers,UNRESOLVED (-1),2025-26,,,,
17798,Allie,Rehl,Oklahoma Baptist,2025-26,https://obubison.com/sports/womens-basketball/stats/2025-26,,,
17799,Alli,McAda,UNRESOLVED (-1),2025-26,,,,
17800,Laykin,Moore,UNRESOLVED (-1),2025-26,,,,
17801,Myiah,Butler,UNRESOLVED (-1),2025-26,,,,
17802,Maddie,Thorfinnson,UNRESOLVED (-1),2025-26,,,,
17803,Audrey,Swanson,UNRESOLVED (-1),2025-26,,,,
17804,Kylan,Gerads,UNRESOLVED (-1),2025-26,,,,
17805,Natalie,Nielsen,UNRESOLVED (-1),2025-26,,,,
17806,Nicole,Maenke,UNRESOLVED (-1),2025-26,,,,
17807,Brynn,Busse,UNRESOLVED (-1),2025-26,,,,
17808,Allie,Haabala,UNRESOLVED (-1),2025-26,,,,
17809,Brylee,Iverson,UNRESOLVED (-1),2025-26,,,,
17810,Kylie,Morris,UNRESOLVED (-1),2025-26,,,,
17811,Kaitlyn,Parker,UNRESOLVED (-1),2025-26,,,,
17812,Koi,Shabazz,UNRESOLVED (-1),2025-26,,,,
17813,Jahniya,Marion,UNRESOLVED (-1),2025-26,,,,
17814,Madison,Mims,UNRESOLVED (-1),2025-26,,,,
17815,Jatia,Markes,UNRESOLVED (-1),2025-26,,,,
17816,Deylana,Forrest,UNRESOLVED (-1),2025-26,,,,
